co_municipio;quantidade_alunos;probabilidade_risco_media;probabilidade_risco_mediana;probabilidade_risco_p90;taxa_alertas;taxa_nao_alfabetizado_real;falsos_negativos;taxa_falsos_negativos;co_uf;dependencia_predominante;atlas_idhm_median;atlas_idhm_e_median;atlas_renda_pc_median;atlas_indice_gini_median;atlas_prop_pobreza_criancas_median;atlas_taxa_criancas_dom_sem_fund_median;censo_prop_mat_2ano_internet_aprendizagem_median;censo_prop_mat_2ano_alimentacao_median;censo_prop_mat_2ano_biblioteca_sala_leitura_median;fundeb_receita_contribuicao_median;fundeb_complementacao_uniao_median;fundeb_receita_total_median;indicador_meta_final_2025_median;indicador_pc_aluno_alfabetizado_2024_median;taxa_alfabetizacao_real_pct;taxa_alfabetizacao_predita_prob_pct;taxa_alertas_pct;sg_uf;no_municipio;rotulo_municipio
4125555;13;0.21702673985233467;0.21702673985233467;0.21702673985233467;0.0;0.15384615384615385;2;0.15384615384615385;41;3.0;0.725;0.64;710.62;0.44;2.58;19.79;1.0;1.0;1.0;1880172.64;0.0;1880172.64;80.0;73.08;84.61538461538461;78.29732601476653;0.0;PR;São Manoel do Paraná;São Manoel do Paraná - PR
4126009;76;0.20394580935184559;0.20394580935184559;0.20394580935184559;0.0;0.0;0;0.0;41;3.0;0.715;0.651;582.81;0.44;13.26;28.49;1.0;1.0;1.0;5645970.6;220270.7;5866241.3;80.0;87.77;100.0;79.60541906481544;0.0;PR;São Sebastião da Amoreira;São Sebastião da Amoreira - PR
4126256;1550;0.476074761882281;0.47607476188228104;0.47607476188228104;0.0;0.352258064516129;546;0.352258064516129;41;3.0;0.695;0.579;554.48;0.35;9.32;32.18;1.0;1.0;0.6447990543735225;82099988.05;3920756.72;86020744.77;65.16;56.55;64.77419354838709;52.39252381177191;0.0;PR;Sarandi;Sarandi - PR
4127205;233;0.18725012158896104;0.18725012158896104;0.18725012158896104;0.0;0.05150214592274678;12;0.05150214592274678;41;3.0;0.728;0.68;653.34;0.4;5.03;26.66;0.813953488372093;1.0;0.9728682170542636;15036058.35;513130.18;15549188.53;80.0;89.10000000000001;94.84978540772532;81.2749878411039;0.0;PR;Terra Boa;Terra Boa - PR
4127403;205;0.2768653337430468;0.2768653337430468;0.2768653337430468;0.0;0.16585365853658537;34;0.16585365853658537;41;3.0;0.714;0.639;611.85;0.42;15.53;28.56;1.0;1.0;0.9862385321100916;15504758.77;531855.31;16036614.08;72.16;76.19;83.41463414634146;72.31346662569533;0.0;PR;Terra Roxa;Terra Roxa - PR
4127502;273;0.25231811710350593;0.25231811710350593;0.25231811710350593;0.0;0.15384615384615385;42;0.15384615384615385;41;3.0;0.664;0.519;543.05;0.55;25.2;39.64;0.8361204013377926;1.0;0.6889632107023411;17216314.07;510394.61;17726708.68;78.42;77.79;84.61538461538461;74.7681882896494;0.0;PR;Tibagi;Tibagi - PR
4128633;81;0.29381359834645626;0.29381359834645626;0.29381359834645626;0.0;0.13580246913580246;11;0.13580246913580246;41;3.0;0.546;0.362;277.33;0.49;51.22;57.0;0.9578947368421052;1.0;0.0;4293473.07;106455.83;4399928.9;77.42;69.45;86.41975308641976;70.61864016535438;0.0;PR;Doutor Ulysses;Doutor Ulysses - PR
4128807;85;0.3954596612253409;0.3954596612253408;0.3954596612253408;0.0;0.27058823529411763;23;0.27058823529411763;41;3.0;0.706;0.606;633.91;0.48;12.45;28.36;1.0;1.0;0.569620253164557;5258943.02;89608.35;5348551.37;75.72;55.19;72.94117647058825;60.4540338774659;0.0;PR;Xambrê;Xambrê - PR
4200408;79;0.4137123941144299;0.41371239411442984;0.41371239411442984;0.0;0.3037974683544304;24;0.3037974683544304;42;3.0;0.698;0.574;722.21;0.54;24.36;46.38;1.0;1.0;0.6703296703296703;6321925.94;0.0;6321925.94;69.64;72.41;69.62025316455696;58.628760588557014;0.0;SC;Água Doce;Água Doce - SC
4201109;36;0.46928393233984056;0.46928393233984056;0.46928393233984056;0.0;0.5277777777777778;19;0.5277777777777778;42;3.0;0.674;0.524;620.8;0.44;13.6;51.61;1.0;1.0;0.0;2658355.37;32749.71;2691105.08;61.39;56.94;47.22222222222222;53.07160676601595;0.0;SC;Anitápolis;Anitápolis - SC
4201505;140;0.36707736902105337;0.3520473277201346;0.3825430636930133;0.0;0.3357142857142857;47;0.3357142857142857;42;3.0;0.77;0.698;814.95;0.44;3.26;22.84;1.0;1.0;0.6470588235294118;8607875.21;150938.38;8758813.59;73.47;79.08;66.42857142857143;63.29226309789466;0.0;SC;Armazém;Armazém - SC
4201604;46;0.27971898991214905;0.27971898991214905;0.27971898991214905;0.0;0.0;0;0.0;42;3.0;0.764;0.653;1029.14;0.45;0.56;21.0;1.0;1.0;1.0;3324451.64;0.0;3324451.64;80.0;76.24;100.0;72.0281010087851;0.0;SC;Arroio Trinta;Arroio Trinta - SC
4201653;35;0.3278628418857821;0.3278628418857821;0.3278628418857821;0.0;0.14285714285714285;5;0.14285714285714285;42;3.0;0.715;0.61;675.6;0.36;5.06;28.67;1.0;1.0;1.0;2402086.04;0.0;2402086.04;77.0;77.94;85.71428571428572;67.21371581142179;0.0;SC;Arvoredo;Arvoredo - SC
4201703;107;0.19870014378194187;0.2114664389314569;0.2114664389314569;0.0;0.35514018691588783;38;0.35514018691588783;42;2.0;0.742;0.636;793.09;0.35;1.48;33.72;1.0;1.0;1.0;4811294.54;0.0;4811294.54;80.0;94.83;64.48598130841121;80.12998562180582;0.0;SC;Ascurra;Ascurra - SC
4202081;41;0.47458911703725326;0.47458911703725326;0.47458911703725326;0.0;0.2926829268292683;12;0.2926829268292683;42;3.0;0.672;0.565;534.25;0.4;33.62;37.8;1.0;1.0;1.0;4710228.23;0.0;4710228.23;73.21;56.89;70.73170731707317;52.54108829627467;0.0;SC;Bandeirante;Bandeirante - SC
4202305;776;0.6335977855442719;0.6349565966917368;0.6349565966917368;1.0;0.5038659793814433;0;0.0;42;2.0;0.739;0.659;764.37;0.39;5.96;22.34;0.8275499474237644;1.0;0.8843322818086226;45843186.27;1316153.09;47159339.36;;;49.61340206185567;36.640221445572806;100.0;SC;Biguaçu;Biguaçu - SC
4202909;1608;0.4307603461988661;0.4236332588611095;0.4427338529262973;0.0;0.32027363184079605;515;0.32027363184079605;42;3.0;0.795;0.707;1116.93;0.4;1.76;22.57;0.934040047114252;1.0;0.9770318021201412;127953761.21;3811141.66;131764902.87;72.25;67.18;67.9726368159204;56.923965380113394;0.0;SC;Brusque;Brusque - SC
4203006;890;0.4280486320107018;0.42094627498925286;0.4506227902431944;0.0;0.3404494382022472;303;0.3404494382022472;42;3.0;0.735;0.62;744.28;0.48;12.39;33.67;1.0;1.0;0.9042553191489362;75196577.14;2188720.98;77385298.12;73.04;65.51;65.95505617977528;57.19513679892982;0.0;SC;Caçador;Caçador - SC
4203154;67;0.5143044227544458;0.5143044227544458;0.5143044227544458;1.0;0.34328358208955223;0;0.0;42;3.0;0.622;0.5;373.86;0.42;26.88;48.24;0.7906976744186046;1.0;0.0;5692000.53;0.0;5692000.53;68.46;57.9;65.67164179104478;48.56955772455542;100.0;SC;Calmon;Calmon - SC
4203808;641;0.4041680051910672;0.39515797011760423;0.4194244931515948;0.0;0.24024960998439937;154;0.24024960998439937;42;3.0;0.757;0.692;692.87;0.49;15.61;25.38;0.9497126436781608;1.0;0.9885057471264368;51690002.02;0.0;51690002.02;75.78;71.93;75.97503900156006;59.58319948089328;0.0;SC;Canoinhas;Canoinhas - SC
4203907;280;0.414570703833835;0.414570703833835;0.414570703833835;0.0;0.21071428571428572;59;0.21071428571428572;42;3.0;0.752;0.659;811.66;0.45;6.3;26.5;1.0;1.0;1.0;27236801.68;0.0;27236801.68;74.66;69.54;78.92857142857143;58.542929616616505;0.0;SC;Capinzal;Capinzal - SC
4204251;199;0.5870644138283141;0.5852822594464486;0.5963650320086743;1.0;0.3165829145728643;0;0.0;42;3.0;0.78;0.74;833.24;0.37;2.86;12.71;0.8369565217391305;1.0;1.0;16476011.64;0.0;16476011.64;;;68.34170854271358;41.29355861716859;100.0;SC;Cocal do Sul;Cocal do Sul - SC
4204608;2032;0.5344201895619205;0.5326447911880259;0.5326447911880259;1.0;0.3361220472440945;0;0.0;42;3.0;0.788;0.737;1062.53;0.48;4.85;17.53;1.0;1.0;0.8919753086419753;217056816.15;2473450.82;219530266.97;65.88;59.75;66.38779527559055;46.55798104380795;100.0;SC;Criciúma;Criciúma - SC
4204806;461;0.5590055318720492;0.5537874089149017;0.5685454131065887;1.0;0.32537960954446854;0;0.0;42;3.0;0.721;0.62;687.47;0.51;19.92;30.09;0.9906191369606004;1.0;1.0;34379734.35;388912.45;34768646.8;58.78;53.48;67.46203904555314;44.09944681279509;100.0;SC;Curitibanos;Curitibanos - SC
4205100;44;0.25097952246860566;0.25097952246860566;0.25097952246860566;0.0;0.3181818181818182;14;0.3181818181818182;42;3.0;0.742;0.622;918.49;0.46;6.66;34.01;1.0;1.0;0.1304347826086956;3433032.92;55713.04;3488745.96;80.0;88.51;68.18181818181819;74.90204775313943;0.0;SC;Dona Emma;Dona Emma - SC
4205407;3601;0.6407401505314276;0.635364165304038;0.6466851727916578;1.0;0.45181893918356014;0;0.0;42;3.0;0.847;0.8;1798.12;0.54;3.26;12.2;0.8995412844036698;1.0;0.993348623853211;327273145.79;5867091.46;333140237.25;;;54.81810608164399;35.925984946857234;100.0;SC;Florianópolis;Florianópolis - SC
4205902;850;0.635793470706452;0.632621500514954;0.6425339073633851;1.0;0.38941176470588235;0;0.0;42;3.0;0.765;0.655;964.36;0.37;1.79;22.36;1.0;1.0;0.8867521367521367;72878558.24;0.0;72878558.24;;;61.05882352941177;36.4206529293548;100.0;SC;Gaspar;Gaspar - SC
4206108;94;0.46356333621956003;0.4733243669349212;0.4733243669349212;0.0;0.30851063829787234;29;0.30851063829787234;42;2.0;0.736;0.63;845.01;0.43;5.41;26.41;1.0;1.0;0.108695652173913;5904838.67;0.0;5904838.67;69.91;70.23;69.14893617021276;53.643666378043996;0.0;SC;Grão-Pará;Grão-Pará - SC
4206405;123;0.26338456117578113;0.26338456117578113;0.26338456117578113;0.0;0.21138211382113822;26;0.21138211382113822;42;3.0;0.751;0.646;873.67;0.47;10.53;30.61;1.0;1.0;1.0;10554645.01;0.0;10554645.01;80.0;83.69;78.86178861788618;73.66154388242188;0.0;SC;Guaraciaba;Guaraciaba - SC
4207502;929;0.495522663597346;0.4921177820017001;0.5073986274237052;0.22282023681377824;0.30893433799784714;210;0.22604951560818085;42;3.0;0.777;0.701;945.33;0.39;2.04;20.69;0.9657258064516128;1.0;0.873991935483871;79254650.55;2306966.7;81561617.25;63.3;67.83;69.1065662002153;50.447733640265405;22.282023681377826;SC;Indaial;Indaial - SC
4207684;111;0.3601326846120292;0.3526498186074123;0.36893605638216675;0.0;0.2882882882882883;32;0.2882882882882883;42;3.0;0.66;0.54;530.81;0.61;41.7;40.98;0.6706586826347305;1.0;0.592814371257485;5655437.84;0.0;5655437.84;66.16;77.74;71.17117117117118;63.98673153879708;0.0;SC;Ipuaçu;Ipuaçu - SC
4208005;89;0.3450503759816973;0.3450503759816973;0.3450503759816973;0.0;0.24719101123595505;22;0.24719101123595505;42;3.0;0.771;0.698;836.69;0.45;6.68;20.97;1.0;1.0;1.0;8669760.4;134813.22;8804573.62;72.5;77.62;75.2808988764045;65.49496240183026;0.0;SC;Itá;Itá - SC
4208906;1943;0.3762016590261035;0.37067525599494333;0.3951907835966424;0.0;0.29181677817807516;567;0.29181677817807516;42;3.0;0.803;0.755;1111.85;0.42;1.58;11.61;0.9623103279490944;1.0;0.936368086147822;175619867.51;0.0;175619867.51;75.01;75.11;70.81832218219249;62.379834097389654;0.0;SC;Jaraguá do Sul;Jaraguá do Sul - SC
4209151;101;0.5373091594341329;0.5321406706519645;0.5611416354852432;1.0;0.4752475247524752;0;0.0;42;3.0;0.694;0.578;580.97;0.44;24.59;28.71;1.0;1.0;0.7017543859649122;8143359.7;0.0;8143359.7;50.48;52.77;52.475247524752476;46.269084056586706;100.0;SC;José Boiteux;José Boiteux - SC
4209805;41;0.4289250524666409;0.4289250524666409;0.4289250524666409;0.0;0.24390243902439024;10;0.24390243902439024;42;3.0;0.686;0.533;800.32;0.49;7.47;48.51;0.2894736842105263;1.0;0.7105263157894737;2837942.33;0.0;2837942.33;76.51;62.5;75.60975609756098;57.10749475333591;0.0;SC;Leoberto Leal;Leoberto Leal - SC
4209854;52;0.25600971501628444;0.25600971501628444;0.25600971501628444;0.0;0.36538461538461536;19;0.36538461538461536;42;3.0;0.743;0.636;836.32;0.43;10.5;32.8;1.0;1.0;0.9636363636363636;4080877.92;127569.76;4208447.68;80.0;84.61;63.46153846153846;74.39902849837155;0.0;SC;Lindóia do Sul;Lindóia do Sul - SC
4210001;223;0.33603815888251054;0.3279723679751415;0.3619095636797319;0.0;0.45739910313901344;102;0.45739910313901344;42;3.0;0.737;0.6;937.32;0.44;3.46;40.81;0.8571428571428571;1.0;0.4285714285714285;13886941.81;0.0;13886941.81;80.0;76.19;54.26008968609865;66.39618411174895;0.0;SC;Luiz Alves;Luiz Alves - SC
4210035;73;0.32543571030417096;0.32543571030417096;0.32543571030417096;0.0;0.2054794520547945;15;0.2054794520547945;42;3.0;0.789;0.718;1030.37;0.43;1.41;19.84;1.0;1.0;1.0;7307549.26;239650.83;7547200.09;75.09;79.74;79.45205479452055;67.4564289695829;0.0;SC;Luzerna;Luzerna - SC
4210050;27;0.4073577857390994;0.4073577857390994;0.4073577857390994;0.0;0.14814814814814814;4;0.14814814814814814;42;3.0;0.662;0.533;533.9;0.39;10.1;52.85;1.0;1.0;1.0;2133867.47;23155.97;2157023.44;80.0;56.25;85.18518518518519;59.26422142609006;0.0;SC;Macieira;Macieira - SC
4210100;657;0.349400644554768;0.3389746991791803;0.36370338550322756;0.0;0.3074581430745814;202;0.3074581430745814;42;3.0;0.777;0.723;789.53;0.49;10.62;18.34;0.929745889387145;1.0;0.7219730941704036;48202728.2;756248.62;48958976.82;75.13;77.41;69.25418569254185;65.0599355445232;0.0;SC;Mafra;Mafra - SC
4210704;44;0.5596595941490521;0.5596595941490521;0.5596595941490521;1.0;0.3181818181818182;0;0.0;42;3.0;0.657;0.541;402.83;0.45;32.74;59.9;1.0;1.0;1.0;2803358.47;0.0;2803358.47;45.04;37.3;68.18181818181819;44.03404058509479;100.0;SC;Matos Costa;Matos Costa - SC
4211108;133;0.6024598860795694;0.5927930040674412;0.6122732360009722;1.0;0.3007518796992481;0;0.0;42;3.0;0.675;0.581;432.84;0.44;26.49;41.92;1.0;1.0;0.2949640287769784;7334465.24;0.0;7334465.24;50.04;43.19;69.92481203007519;39.75401139204307;100.0;SC;Monte Castelo;Monte Castelo - SC
4213005;40;0.35190122863750684;0.35190122863750684;0.35190122863750684;0.0;0.3;12;0.3;42;3.0;0.777;0.712;917.64;0.45;4.69;31.08;1.0;1.0;1.0;3692607.52;0.0;3692607.52;66.02;79.31;70.0;64.80987713624931;0.0;SC;Pinheiro Preto;Pinheiro Preto - SC
4213906;28;0.40616755422788603;0.406167554227886;0.406167554227886;0.0;0.10714285714285714;3;0.10714285714285714;42;3.0;0.77;0.637;1255.85;0.47;3.23;31.75;1.0;1.0;1.0;1825866.26;59219.18;1885085.44;57.74;61.9;89.28571428571429;59.3832445772114;0.0;SC;Presidente Castello Branco;Presidente Castello Branco - SC
4214904;87;0.3785033544603743;0.3785033544603743;0.3785033544603743;0.0;0.27586206896551724;24;0.27586206896551724;42;3.0;0.806;0.727;1570.51;0.56;1.04;15.96;1.0;1.0;1.0;4929611.25;159780.06;5089391.31;78.84;68.78;72.41379310344827;62.149664553962566;0.0;SC;Rio Fortuna;Rio Fortuna - SC
4215695;16;0.3015967296114679;0.3015967296114679;0.3015967296114679;0.0;0.1875;3;0.1875;42;3.0;0.728;0.652;756.0;0.46;16.64;39.34;1.0;1.0;1.0;1593099.59;0.0;1593099.59;75.61;81.82000000000001;81.25;69.84032703885322;0.0;SC;Santiago do Sul;Santiago do Sul - SC
4216057;79;0.5970215948737263;0.5970215948737263;0.5970215948737263;1.0;0.3924050632911392;0;0.0;42;3.0;0.665;0.543;507.73;0.44;18.33;50.2;1.0;1.0;0.5783132530120482;5435976.23;165829.12;5601805.35;;;60.75949367088608;40.29784051262737;100.0;SC;São Cristóvão do Sul;São Cristóvão do Sul - SC
4216107;106;0.32748552458506885;0.3229751605104706;0.3468800901058414;0.0;0.16037735849056603;17;0.16037735849056603;42;3.0;0.765;0.675;956.19;0.58;11.98;29.43;0.96875;1.0;1.0;6856448.98;0.0;6856448.98;78.9;76.94;83.9622641509434;67.25144754149312;0.0;SC;São Domingos;São Domingos - SC
4216800;113;0.4564706586226841;0.44291125409588883;0.4785441078523508;0.0;0.37168141592920356;42;0.37168141592920356;42;3.0;0.636;0.503;375.44;0.46;40.26;50.75;0.9537037037037036;1.0;0.9166666666666666;5210111.84;136547.03;5346658.87;77.52;65.03;62.83185840707964;54.35293413773159;0.0;SC;São José do Cerrito;São José do Cerrito - SC
4217006;190;0.46750028246428166;0.46750028246428166;0.46750028246428166;0.0;0.3894736842105263;74;0.3894736842105263;42;3.0;0.755;0.683;884.18;0.44;4.68;20.42;1.0;1.0;0.6697674418604651;14006881.61;411028.14;14417909.75;70.37;68.64;61.05263157894737;53.249971753571835;0.0;SC;São Ludgero;São Ludgero - SC
4217154;24;0.25384282854137774;0.25384282854137774;0.25384282854137774;0.0;0.041666666666666664;1;0.041666666666666664;42;3.0;0.71;0.615;767.85;0.5;19.18;34.33;1.0;1.0;1.0;1695057.0;50550.14;1745607.14;80.0;84.21000000000001;95.83333333333334;74.61571714586222;0.0;SC;São Miguel da Boa Vista;São Miguel da Boa Vista - SC
4217303;149;0.29020944009115357;0.2877341825154123;0.30617485145468504;0.0;0.2483221476510067;37;0.2483221476510067;42;3.0;0.755;0.7;719.94;0.33;5.65;19.32;1.0;1.0;1.0;9568143.5;0.0;9568143.5;80.0;80.9;75.16778523489933;70.97905599088465;0.0;SC;Saudades;Saudades - SC
4218301;282;0.5774325775113958;0.5757478820069802;0.5915840197484856;1.0;0.4432624113475177;0;0.0;42;3.0;0.706;0.639;539.69;0.47;20.9;31.08;1.0;1.0;0.9473684210526316;27416042.85;165476.4;27581519.25;59.64;47.98;55.67375886524823;42.25674224886043;100.0;SC;Três Barras;Três Barras - SC
4218350;44;0.3996915660283426;0.39969156602834266;0.39969156602834266;0.0;0.2727272727272727;12;0.2727272727272727;42;3.0;0.774;0.714;784.39;0.34;1.64;21.64;1.0;1.0;1.0;3223114.53;0.0;3223114.53;72.19;56.3;72.72727272727273;60.03084339716573;0.0;SC;Treviso;Treviso - SC
4218707;949;0.4425417189832181;0.4548652295556376;0.4548652295556376;0.0;0.3898840885142255;370;0.3898840885142255;42;2.0;0.796;0.74;1077.62;0.47;3.46;14.75;0.9574861367837338;1.0;0.9048059149722736;55412337.89;0.0;55412337.89;73.35;68.26;61.01159114857745;55.745828101678185;0.0;SC;Tubarão;Tubarão - SC
4300406;530;0.6966845161774692;0.6857132084453258;0.720120268197018;1.0;0.44150943396226416;0;0.0;43;2.0;0.74;0.664;705.29;0.52;18.69;22.17;0.9164420485175202;1.0;0.9070080862533692;40780973.71;1065675.6;41846649.31;;;55.84905660377358;30.331548382253082;100.0;RS;Alegrete;Alegrete - RS
4300554;11;0.5578323990372658;0.5578323990372658;0.5578323990372658;1.0;0.2727272727272727;0;0.0;43;2.0;0.747;0.642;880.85;0.48;14.91;23.07;1.0;1.0;1.0;1167393.7;0.0;1167393.7;;;72.72727272727273;44.21676009627342;100.0;RS;Alto Alegre;Alto Alegre - RS
4301305;125;0.6718458382346492;0.6622982485120537;0.6882427858017153;1.0;0.432;0;0.0;43;2.0;0.657;0.522;528.13;0.5;27.5;41.39;0.9774011299435028;1.0;1.0;11518859.95;290239.5;11809099.45;;;56.800000000000004;32.81541617653508;100.0;RS;Arroio Grande;Arroio Grande - RS
4301636;174;0.637560675595241;0.637560675595241;0.637560675595241;1.0;0.6724137931034483;0;0.0;43;3.0;0.696;0.567;662.85;0.5;23.48;34.18;0.6893203883495146;1.0;0.6699029126213593;20512584.15;338901.72;20851485.87;65.43;43.6;32.758620689655174;36.2439324404759;100.0;RS;Balneário Pinhal;Balneário Pinhal - RS
4301859;45;0.6866409969624369;0.6974553359846645;0.6974553359846645;1.0;0.5777777777777777;0;0.0;43;3.0;0.734;0.672;609.31;0.48;11.94;22.49;0.7906976744186046;1.0;0.4651162790697674;4523763.06;112543.42;4636306.48;;;42.22222222222223;31.335900303756315;100.0;RS;Barra do Guarita;Barra do Guarita - RS
4301958;31;0.3957801617188458;0.39171847405092486;0.40221116719305383;0.0;0.25806451612903225;8;0.25806451612903225;43;3.0;0.763;0.71;757.01;0.39;6.13;21.31;1.0;1.0;1.0;2392023.54;42805.8;2434829.34;72.3;53.9;74.19354838709677;60.42198382811542;0.0;RS;Barra Funda;Barra Funda - RS
4302006;55;0.6044746288947298;0.600857612362822;0.6161603746132012;1.0;0.3090909090909091;0;0.0;43;2.0;0.65;0.5;587.45;0.51;24.87;51.68;0.9357798165137616;1.0;0.8348623853211009;7930688.11;0.0;7930688.11;60.49;46.9;69.0909090909091;39.55253711052702;100.0;RS;Barros Cassal;Barros Cassal - RS
4303400;58;0.562427919988158;0.5549619505212681;0.5838303657932424;1.0;0.3620689655172414;0;0.0;43;2.0;0.699;0.58;712.77;0.47;17.6;35.58;1.0;1.0;1.0;2624736.88;30091.21;2654828.09;;;63.793103448275865;43.7572080011842;100.0;RS;Caiçara;Caiçara - RS
4304101;54;0.6172767831727237;0.6286739086090751;0.6286739086090751;1.0;0.5;0;0.0;43;3.0;0.708;0.616;637.46;0.46;15.82;33.79;0.2708333333333333;1.0;1.0;3497249.44;0.0;3497249.44;41.73;33.9;50.0;38.27232168272763;100.0;RS;Campos Borges;Campos Borges - RS
4304358;99;0.6331878958572227;0.6249125842625343;0.6522211125250059;1.0;0.5353535353535354;0;0.0;43;2.0;0.698;0.562;638.77;0.51;25.02;36.68;0.7368421052631579;1.0;0.9736842105263158;7035231.34;0.0;7035231.34;;;46.464646464646464;36.68121041427773;100.0;RS;Candiota;Candiota - RS
4304408;518;0.5863863361648883;0.5971020966550586;0.5971020966550586;1.0;0.4575289575289575;0;0.0;43;3.0;0.748;0.667;787.78;0.48;11.86;32.61;0.8806228373702422;1.0;0.6695501730103807;50649426.93;1355760.98;52005187.91;79.06;42.2;54.24710424710425;41.36136638351117;100.0;RS;Canela;Canela - RS
4304663;310;0.6979105052387943;0.7022721857165459;0.7022721857165459;1.0;0.6612903225806451;0;0.0;43;3.0;0.637;0.48;493.36;0.43;20.06;40.82;0.5810055865921788;1.0;0.9413407821229052;29793649.41;607025.53;30400674.94;58.86;28.2;33.87096774193549;30.208949476120573;100.0;RS;Capão do Leão;Capão do Leão - RS
4304705;500;0.604066697574618;0.5711777729607397;0.6394120563920223;1.0;0.414;0;0.0;43;2.0;0.766;0.707;881.73;0.51;12.74;18.6;0.998422712933754;1.0;0.9779179810725552;47572632.37;0.0;47572632.37;69.06;42.0;58.60000000000001;39.59333024253821;100.0;RS;Carazinho;Carazinho - RS
4304952;41;0.5182112212493972;0.5182112212493972;0.5182112212493972;1.0;0.5365853658536586;0;0.0;43;3.0;0.703;0.6;606.99;0.47;22.67;42.35;1.0;1.0;1.0;3957404.9;68042.34;4025447.24;80.0;40.0;46.34146341463414;48.17887787506028;100.0;RS;Caseiros;Caseiros - RS
4305108;3558;0.586944403173325;0.6048113919022229;0.6048113919022229;1.0;0.4612141652613828;0;0.0;43;3.0;0.782;0.686;1253.93;0.48;3.85;18.25;0.9766081871345028;1.0;0.9766081871345028;313432313.26;9377436.66;322809749.92;72.56;43.2;53.87858347386172;41.3055596826675;100.0;RS;Caxias do Sul;Caxias do Sul - RS
4305900;52;0.5672260913605756;0.564229817820122;0.572020129025301;1.0;0.3269230769230769;0;0.0;43;2.0;0.665;0.55;509.04;0.51;32.83;46.13;0.8043478260869565;1.0;0.8695652173913043;6760478.67;0.0;6760478.67;79.43;36.0;67.3076923076923;43.27739086394244;100.0;RS;Coronel Bicaco;Coronel Bicaco - RS
4306924;13;0.4918088996060339;0.4918088996060339;0.4918088996060339;0.0;0.5384615384615384;7;0.5384615384615384;43;3.0;0.717;0.611;775.44;0.55;39.86;33.8;1.0;1.0;0.6538461538461539;1572520.05;16798.67;1589318.72;77.83;41.2;46.15384615384615;50.819110039396605;0.0;RS;Engenho Velho;Engenho Velho - RS
4307054;25;0.45719354306531956;0.45719354306531956;0.45719354306531956;0.0;0.16;4;0.16;43;3.0;0.716;0.612;634.28;0.43;12.15;23.69;1.0;1.0;1.0;3368206.44;0.0;3368206.44;67.77;64.7;84.0;54.280645693468045;0.0;RS;Ernestina;Ernestina - RS
4307500;162;0.5474478810813785;0.5437975479444664;0.5541721789651638;1.0;0.3765432098765432;0;0.0;43;2.0;0.765;0.677;834.66;0.49;9.93;24.6;1.0;1.0;1.0;11012351.23;160203.88;11172555.11;80.0;39.1;62.34567901234568;45.255211891862146;100.0;RS;Espumoso;Espumoso - RS
4308003;50;0.37453648773092124;0.3735514371961257;0.3760140635331145;0.0;0.28;14;0.28;43;3.0;0.72;0.597;760.86;0.47;15.15;38.19;1.0;1.0;0.6875;3853381.15;103450.56;3956831.71;79.38;66.7;72.0;62.54635122690788;0.0;RS;Faxinal do Soturno;Faxinal do Soturno - RS
4308458;45;0.3644316661334865;0.3643667929252452;0.3646587223623309;0.0;0.1111111111111111;5;0.1111111111111111;43;3.0;0.756;0.663;1021.84;0.62;11.18;30.26;0.9090909090909092;1.0;0.8181818181818182;4607125.87;69159.68;4676285.55;80.0;72.7;88.88888888888889;63.55683338665135;0.0;RS;Fortaleza dos Valos;Fortaleza dos Valos - RS
4308656;21;0.6020853454319062;0.5894546993764106;0.6159790560929511;1.0;0.5238095238095238;0;0.0;43;2.0;0.671;0.553;476.17;0.52;32.83;29.48;1.0;1.0;0.6296296296296297;1957666.62;16875.73;1974542.35;;;47.61904761904761;39.791465456809384;100.0;RS;Garruchos;Garruchos - RS
4309209;2392;0.6634030439569938;0.6702588967318778;0.6702588967318778;1.0;0.5334448160535117;0;0.0;43;3.0;0.736;0.636;737.29;0.44;10.85;20.57;0.8123784834737524;1.0;0.9559300064808814;222351331.1;0.0;222351331.1;68.91;41.0;46.65551839464883;33.65969560430062;100.0;RS;Gravataí;Gravataí - RS
4309258;10;0.3965052320388438;0.3965052320388438;0.3965052320388438;0.0;0.1;1;0.1;43;3.0;0.758;0.612;1408.71;0.55;5.31;45.57;1.0;1.0;1.0;805923.91;0.0;805923.91;69.21;66.7;90.0;60.34947679611562;0.0;RS;Guabiju;Guabiju - RS
4309571;10;0.5967690194170725;0.5967690194170725;0.5967690194170725;1.0;0.0;0;0.0;43;3.0;0.616;0.441;516.11;0.41;21.48;61.51;0.8285714285714286;1.0;1.0;2624166.07;35600.86;2659766.93;;;100.0;40.32309805829275;100.0;RS;Herveiras;Herveiras - RS
4309753;30;0.5467407048348524;0.5467407048348525;0.5477553834615351;1.0;0.16666666666666666;0;0.0;43;2.0;0.652;0.511;572.6;0.43;23.79;48.04;1.0;1.0;0.7659574468085106;3520024.46;48122.81;3568147.27;73.81;41.4;83.33333333333334;45.32592951651476;100.0;RS;Ibarama;Ibarama - RS
4310009;189;0.5309214661162964;0.5177744399594977;0.5480767319550459;1.0;0.4444444444444444;0;0.0;43;2.0;0.765;0.671;1062.3;0.49;7.03;22.18;0.9809523809523808;1.0;1.0;16616059.32;0.0;16616059.32;66.47;55.7;55.55555555555556;46.907853388370356;100.0;RS;Ibirubá;Ibirubá - RS
